발생장소_시도,발생원인_기타
경기,입산자 실화
경북,입산자 실화추정(약초꾼)
전남,쓰레기 소각(양식장 목재구조물 소각)
광주,쓰레기(의류)소각 추정
전북,농산폐기물소각
경북,농산폐기물소각
전북,등산객 실화추정
부산,방화추정
전남,농산폐기물소각
전남,농산폐기물소각
대전,등산객 실화추정
전남,논밭두렁 소각
세종,쓰레기 소각
대전,논밭두렁 소각
전남,논밭두렁 소각
전북,논밭두렁 소각
인천,입산자 실화
경북,운전자 담뱃불실화
광주,농산폐기물소각
광주,밭두렁 소각 추정
전남,농산부산물소각
경남,쓰레기 소각
전남,쓰레기 소각
인천,어린이 불장난
경북,농산폐기물소각
경북,입산자 실화추정
전북,입산자 실화추정
대구,입산자 실화
전남,농산부산물소각
경북,농산폐기물소각
전북,입산자 실화
전남,농산부산물소각
울산,성묘객 실화
경북,입산자 실화
전남,담뱃불 실화
전남,농산부산물소각
대전,어린이 불장난
전남,농산부산물소각
경북,논밭두렁 소각
경북,주택화재로 인한 비화
경북,쓰레기 소각
강원,주택화재로 인한 비화
경북,원인미상
전북,작업장 실화
울산,원인미상
경북,입산자 실화추정
경북,입산자 실화추정
경북,입산자 실화추정
경북,주택화재로 인한 비화
울산,성묘객 실화
울산,성묘객 실화
경북,성묘객 실화추정
경북,입산자 실화
경북,성묘객 실화
경북,쓰레기 소각
전남,논밭두렁 소각
경북,쓰레기 소각
경북,입산자 실화
울산,농산폐기물소각
대구,입산자 실화(조사중)
대구,방화추정
경북,쓰레기 소각
대구,방화추정
경북,입산자 실화추정
광주,방화
울산,원인미상
부산,작업중 실화(철재절단작업)
울산,연접공장 전기누전
경남,개축사 작업중 실화
경남,농산폐기물소각
경남,농산폐기물소각
경남,가축(개)음식 야외취사중 비화
경북,성묘객 실화추정
경북,쓰레기 소각
경북,담뱃불 실화추정
대구,입산자 실화(조사중)
강원,담뱃불 실화추정
전남,농산폐기물소각
경북,집쓰레기 소각 부주의
전북,성묘객 실화
전남,쓰레기 소각
강원,입산자(수렵인) 실화추정
강원,입산자 실화추정
경북,쓰레기 소각
경북,폐타이어 소각
경남,축사내 화기취급 부주의
경남,원인미상
경북,산림연접지에서 농산폐기물 소각 부주의
부산,담뱃불 실화
강원,농산폐기물소각
경북,논밭두렁 소각
대구,방화추정
대구,입산자 실화추정
전남,담뱃불 실화
부산,입산자 실화(담뱃불)
경북,입산자 실화추정
경남,입산자 실화추정
경남,입산자 실화추정
부산,쓰레기소각
경남,입산자실화 추정
전남,입산자실화
전북,농산폐기물소각
전남,쓰레기소각
경남,입산자실화 추정
경기,원인미상
부산,입산자실화
부산,방화 추정
강원,입산자실화 추정
경북,입산자실화
강원,담뱃불실화 추정
대구,입산자실화
부산,담뱃불실화 추정
강원,산업현장실화 추정
경북,원인미상
경북,입산자실화 추정
경북,등산객실화 추정
강원,방화
경북,입산자실화 추정
경남,입산자실화 추정
부산,방화 추정
전북,입산자실화 추정
강원,입산자실화 추정
부산,묘지 벌초 중 실화
충남,입산자실화 추정
서울,원인미상
전남,낚시꾼실화
전북,입산자실화 추정
부산,담뱃불실화 추정
충남,입산자실화 추정
전북,등산객발화 추정
경북,쓰레기소각(송이채취자)
경남,입산자실화 추정
울산,쓰레기소각
전남,입산자실화
전남,입산자실화
경북,입산자실화
경북,담뱃불실화
강원,원인미상
강원,낙뢰 추정
부산,입산자실화 추정
인천,원인미상
강원,입산자실화
인천,원인미상
충북,원인미상
강원,입산자실화 추정
전남,논밭두렁소각
경남,입산자실화
전남,입산자실화
강원,입산자실화
강원,입산자실화
경북,입산자실화
경북,산나물채취객
경북,논두렁소각
강원,입산자실화
경북,입산자실화
경남,산나물채취객
강원,입산자실화
경북,농산폐기물소각
경북,입산자실화
경북,입산자실화
광주,입산자실화
강원,담뱃불실화
강원,입산자실화
전남,입산자실화
충북,입산자실화
강원,입산자실화
전남,입산자실화
전남,쓰레기소각
울산,입산자실화
경북,등산객실화
강원,입산자실화
전남,입산자실화
경남,산나물채취객
대구,입산자실화
경북,입산자실화
강원,입산자실화
강원,입산자실화
강원,쓰레기소각
강원,입산자실화
전남,입산자실화
강원,입산자실화
경남,입산자실화
강원,입산자실화
경북,입산자실화
서울,방화 추정
전북,하우스용접
세종,농산폐기물소각
충북,공장쓰레기소각
전남,성묘객실화
경북,성묘객실화
전남,터널용접작업
전북,쓰레기소각
전북,농산폐기물소각
경북,자동차화재
경북,주택화재비화
충남,쓰레기소각
충남,입산자실화
충남,낙뢰
충남,풍등에 의한 실화
전남,논밭두렁소각
경남,등산객실화
경북,입산자실화
전북,입산자실화
충남,농산폐기물소각
대전,농산폐기물소각
대전,입산자실화
경북,쓰레기소각
경기,입산자실화
경기,농산폐기물소각
경북,쓰레기소각
부산,담뱃불실화
충북,담뱃불실화
전북,입산자실화
대전,입산자실화
부산,입산자실화
경남,산나물채취객
전북,주택화재비화
전북,입산자실화
대전,입산자실화
경북,입산자실화
전남,입산자실화
전남,주택아궁이 불씨
경남,담뱃불실화
전남,입산자실화
울산,논두렁소각
충북,논밭두렁소각
전남,성묘객실화
경북,담뱃불실화
충남,작업장실화
전남,논두렁소각
경북,밭두렁소각
경남,농산폐기물소각
경남,입산자실화
충남,밭두렁소각
세종,쓰레기소각
경남,입산자실화
전남,논두렁소각
광주,논두렁소각
전남,입산자실화
전북,입산자실화
강원,입산자실화
경북,전봇대전기누전
전북,입산자실화
전남,담뱃불실화
경남,작업장용접
전남,밭두렁소각
인천,담뱃불실화
전남,논밭두렁소각
부산,입산자실화
경기,담뱃불실화
전북,담뱃불실화
경남,농산폐기물소각
경북,입산자실화
충북,밭두렁소각
경기,농산폐기물소각
경남,쓰레기소각
인천,농산폐기물소각
전북,농산폐기물소각
경남,농산폐기물소각
경남,원인미상
강원,방화
서울,노숙자실화 추정
전남,입산자실화
강원,담뱃불실화
강원,농산폐기물소각
충남,쓰레기소각
전남,입산자실화 추정
충북,쓰레기소각
경남,양봉업 작업중실화
경북,작업장실화
전북,논밭두렁소각
전북,입산자실화
경북,쓰레기소각
전남,낚시꾼실화
강원,성묘객실화
전남,농산폐기물소각
경기,담뱃불실화
전남,담뱃불실화
경북,입산자실화
충북,밭두렁소각
전북,원인미상
전북,입산자실화
충남,성묘객실화
전북,성묘객실화
울산,원인미상
충북,논밭두렁소각
부산,어린이불장난
전남,쓰레기소각
부산,입산자실화
강원,농산폐기물소각
전북,쓰레기소각
충북,쓰레기소각
전남,논두렁소각
전북,논두렁소각
전남,농산폐기물소각
전북,원인미상
전남,묶밭소각
전남,농산폐기물소각
강원,농산폐기물소각
부산,입산자실화
경북,무속인실화 추정
전남,밭두렁소각
전남,농산폐기물소각
서울,밭두렁소각
경북,담뱃불실화
경남,쓰레기소각
충남,쓰레기소각
전북,주택화재비화
울산,쓰레기소각
충북,쓰레기소각
경남,담뱃불실화
충남,농산폐기물소각
경북,벌꿀소독
경북,담뱃불실화
경북,어린이불장난
전남,논두렁소각
경남,담뱃불실화
전남,쓰레기소각
전남,쓰레기소각
전북,밭두렁소각
충남,쓰레기소각
울산,성묘객실화
울산,쓰레기소각
전북,쓰레기소각
광주,밭두렁소각
강원,쓰레기소각
광주,쓰레기소각
울산,작업장용접
세종,쓰레기소각
전북,논밭두렁소각
제주,쓰레기소각
전북,논밭두렁소각
전북,쓰레기소각
경북,입산자실화
강원,쓰레기소각
울산,원인미상
전북,농산폐기물소각
경북,입산자실화
세종,농산폐기물소각
전북,농산폐기물소각
강원,농산폐기물소각
울산,쓰레기소각
전남,쓰레기소각
전남,논두렁소각
충남,농산폐기물소각
전남,논두렁소각
광주,농산폐기물소각
경북,농산폐기물소각
전남,용접작업
경북,논밭두렁소각
경남,농산폐기물소각
경남,원인미상
경북,쓰레기소각
전남,농산폐기물소각
경남,성묘객실화
경남,농산폐기물소각
경남,농산폐기물소각
강원,쓰레기소각
충북,논밭두렁소각
전남,밭두렁소각
전남,논두렁소각
전북,원인미상
충북,농산폐기물소각
충남,농산폐기물소각
전남,밭두렁소각
전남,밭두렁소각
전남,농산폐기물소각
강원,농산폐기물소각
경남,입산자실화
경남,논밭두렁소각
충북,쓰레기소각
경남,원인미상
경남,농산폐기물소각
전남,논두렁소각
울산,공장작업장 실화
대전,쓰레기소각
경남,공장화재
경남,무속인 풍등실화
광주,원인미상
울산,작업장실화
경북,담뱃불실화
충남,쓰레기소각
울산,중학생불장난
광주,입산자실화
대전,원인미상
경남,논두렁소각
울산,어린이불장난
부산,밭두렁소각
경북,담뱃불실화
경북,건축물화재비화
부산,논밭두렁소각
강원,쓰레기소각
전남,논밭두렁소각
제주,낚시꾼실화
전남,작업장실화
